year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6,bto_units_effective,bto_demand_addition,forecast_demand_children,num_centres,estimated_capacity,shortfall_children,additional_centres_needed,priority_score,priority_rank
2027,CHANGI,CHANGI WEST,XGBoost,156.75906372070312,0.0,0.0,156.75906372070312,0.0,0.0,156.75906372070312,2,2156.759063720703,64
2027,BEDOK,BEDOK SOUTH,XGBoost,1653.499267578125,0.0,0.0,1653.499267578125,15.0,1500.0,153.499267578125,2,2153.499267578125,65
2027,NEWTON,CAIRNHILL,XGBoost,252.1649169921875,0.0,0.0,252.1649169921875,1.0,100.0,152.1649169921875,2,2152.1649169921875,66
2027,RIVER VALLEY,INSTITUTION HILL,XGBoost,252.1649169921875,0.0,0.0,252.1649169921875,1.0,100.0,152.1649169921875,2,2152.1649169921875,66
2027,MARINE PARADE,MARINE PARADE,XGBoost,1141.9683837890625,0.0,0.0,1141.9683837890625,10.0,1000.0,141.9683837890625,2,2141.9683837890625,67
2027,SERANGOON,UPPER PAYA LEBAR,XGBoost,732.0376586914062,0.0,0.0,732.0376586914062,6.0,600.0,132.03765869140625,2,2132.0376586914062,68
2027,BUKIT PANJANG,JELEBU,XGBoost,819.3208618164062,0.0,0.0,819.3208618164062,7.0,700.0,119.32086181640625,2,2119.3208618164062,69
2027,PUNGGOL,PUNGGOL TOWN CENTRE,XGBoost,1715.626220703125,0.0,0.0,1715.626220703125,14.0,1600.0,115.626220703125,2,2115.626220703125,70
2027,BUKIT MERAH,KAMPONG TIONG BAHRU,XGBoost,313.2051696777344,0.0,0.0,313.2051696777344,2.0,200.0,113.20516967773438,2,2113.2051696777344,71
2027,GEYLANG,GEYLANG EAST,XGBoost,1412.3909912109375,0.0,0.0,1412.3909912109375,13.0,1300.0,112.3909912109375,2,2112.3909912109375,72
2027,BUKIT PANJANG,FAJAR,XGBoost,1203.6485595703125,0.0,0.0,1203.6485595703125,11.0,1100.0,103.6485595703125,2,2103.6485595703125,73
2027,BUKIT PANJANG,SAUJANA,XGBoost,1203.6485595703125,0.0,0.0,1203.6485595703125,11.0,1100.0,103.6485595703125,2,2103.6485595703125,73
2027,BUKIT BATOK,HONG KAH NORTH,XGBoost,803.2173461914062,0.0,0.0,803.2173461914062,7.0,700.0,103.21734619140625,2,2103.2173461914062,74
2027,PASIR RIS,PASIR RIS DRIVE,XGBoost,1702.8802490234375,0.0,0.0,1702.8802490234375,16.0,1600.0,102.8802490234375,2,2102.8802490234375,75
2027,JURONG WEST,TAMAN JURONG,XGBoost,1596.4443359375,338.6666666666667,40.64,1596.4443359375,15.0,1500.0,96.4443359375,1,1177.7243359375,76
2027,WOODLANDS,WOODGROVE,XGBoost,1317.8572998046875,513.3333333333334,61.599999999999994,1317.8572998046875,13.0,1300.0,17.8572998046875,1,1141.0572998046875,77
2027,NEWTON,ORANGE GROVE,XGBoost,94.7547378540039,0.0,0.0,94.7547378540039,0.0,0.0,94.7547378540039,1,1094.754737854004,78
2027,SEMBAWANG,SEMBAWANG STRAITS,XGBoost,94.4735336303711,0.0,0.0,94.4735336303711,0.0,0.0,94.4735336303711,1,1094.473533630371,79
2027,TANGLIN,CHATSWORTH,XGBoost,391.81744384765625,0.0,0.0,391.81744384765625,3.0,300.0,91.81744384765625,1,1091.8174438476562,80
2027,BISHAN,UPPER THOMSON,XGBoost,1431.607177734375,244.0,29.28,1431.607177734375,14.0,1400.0,31.607177734375,1,1090.167177734375,81
2027,TANGLIN,NASSIM,XGBoost,687.6212768554688,0.0,0.0,687.6212768554688,6.0,600.0,87.62127685546875,1,1087.6212768554688,82
2027,NEWTON,MONKS HILL,XGBoost,87.24486541748047,0.0,0.0,87.24486541748047,0.0,0.0,87.24486541748047,1,1087.2448654174805,83
2027,ROCHOR,SUNGEI ROAD,XGBoost,87.24486541748047,0.0,0.0,87.24486541748047,0.0,0.0,87.24486541748047,1,1087.2448654174805,83
2027,ANG MO KIO,YIO CHU KANG WEST,XGBoost,786.6610107421875,0.0,0.0,786.6610107421875,7.0,700.0,86.6610107421875,1,1086.6610107421875,84
2027,TOA PAYOH,KIM KEAT,XGBoost,516.5233764648438,236.0,28.319999999999997,516.5233764648438,5.0,500.0,16.52337646484375,1,1073.1633764648439,85
2027,PASIR RIS,LOYANG EAST,XGBoost,70.35199737548828,0.0,0.0,70.35199737548828,0.0,0.0,70.35199737548828,1,1070.3519973754883,86
2027,BUKIT PANJANG,BANGKIT,XGBoost,668.53173828125,0.0,0.0,668.53173828125,6.0,600.0,68.53173828125,1,1068.53173828125,87
2027,KALLANG,LAVENDER,XGBoost,366.91448974609375,0.0,0.0,366.91448974609375,3.0,300.0,66.91448974609375,1,1066.9144897460938,88
2027,KALLANG,TANJONG RHU,XGBoost,365.642822265625,0.0,0.0,365.642822265625,3.0,300.0,65.642822265625,1,1065.642822265625,89
2027,KALLANG,CRAWFORD,XGBoost,163.42111206054688,0.0,0.0,163.42111206054688,1.0,100.0,63.421112060546875,1,1063.4211120605469,90
2027,BEDOK,BAYSHORE,XGBoost,363.322021484375,0.0,0.0,363.322021484375,3.0,300.0,63.322021484375,1,1063.322021484375,91
2027,WOODLANDS,WOODLANDS EAST,XGBoost,4061.733642578125,0.0,0.0,4061.733642578125,40.0,4000.0,61.733642578125,1,1061.733642578125,92
2027,BUKIT MERAH,TIONG BAHRU,XGBoost,459.1752624511719,0.0,0.0,459.1752624511719,4.0,400.0,59.175262451171875,1,1059.1752624511719,93
2027,BUKIT BATOK,BUKIT BATOK WEST,XGBoost,557.9409790039062,0.0,0.0,557.9409790039062,5.0,500.0,57.94097900390625,1,1057.9409790039062,94
2027,KALLANG,KAMPONG BUGIS,XGBoost,156.75906372070312,0.0,0.0,156.75906372070312,1.0,100.0,56.759063720703125,1,1056.7590637207031,95
2027,DOWNTOWN CORE,CENTRAL SUBZONE,XGBoost,55.4068489074707,0.0,0.0,55.4068489074707,0.0,0.0,55.4068489074707,1,1055.4068489074707,96
2027,SEMBAWANG,SEMBAWANG NORTH,XGBoost,1055.0914306640625,0.0,0.0,1055.0914306640625,10.0,1000.0,55.0914306640625,1,1055.0914306640625,97
2027,NOVENA,MALCOLM,XGBoost,252.1649169921875,0.0,0.0,252.1649169921875,2.0,200.0,52.1649169921875,1,1052.1649169921875,98
2027,TANGLIN,TYERSALL,XGBoost,252.1649169921875,0.0,0.0,252.1649169921875,2.0,200.0,52.1649169921875,1,1052.1649169921875,98
2027,WOODLANDS,NORTH COAST,XGBoost,250.91355895996094,0.0,0.0,250.91355895996094,2.0,200.0,50.91355895996094,1,1050.913558959961,99
2027,BUKIT TIMAH,ULU PANDAN,XGBoost,546.9749755859375,0.0,0.0,546.9749755859375,5.0,500.0,46.9749755859375,1,1046.9749755859375,100
2027,JURONG EAST,TEBAN GARDENS,XGBoost,545.4575805664062,0.0,0.0,545.4575805664062,5.0,500.0,45.45758056640625,1,1045.4575805664062,101
2027,KALLANG,BOON KENG,XGBoost,445.1681213378906,0.0,0.0,445.1681213378906,4.0,400.0,45.168121337890625,1,1045.1681213378906,102
2027,YISHUN,NEE SOON,XGBoost,42.057308197021484,0.0,0.0,42.057308197021484,0.0,0.0,42.057308197021484,1,1042.0573081970215,103
2027,TOA PAYOH,POTONG PASIR,XGBoost,439.60888671875,0.0,0.0,439.60888671875,4.0,400.0,39.60888671875,1,1039.60888671875,104
2027,BUKIT BATOK,GUILIN,XGBoost,438.05853271484375,0.0,0.0,438.05853271484375,4.0,400.0,38.05853271484375,1,1038.0585327148438,105
2027,BEDOK,SIGLAP,XGBoost,236.02688598632812,0.0,0.0,236.02688598632812,2.0,200.0,36.026885986328125,1,1036.0268859863281,106
2027,DOWNTOWN CORE,TANJONG PAGAR,XGBoost,16.335739135742188,0.0,0.0,16.335739135742188,0.0,0.0,16.335739135742188,1,1016.3357391357422,107
2027,QUEENSTOWN,TANGLIN HALT,XGBoost,313.44482421875,0.0,0.0,313.44482421875,3.0,300.0,13.44482421875,1,1013.44482421875,108
2027,ANG MO KIO,TOWNSVILLE,XGBoost,512.9973754882812,0.0,0.0,512.9973754882812,5.0,500.0,12.99737548828125,1,1012.9973754882812,109
2027,NOVENA,BALESTIER,XGBoost,1211.9156494140625,0.0,0.0,1211.9156494140625,12.0,1200.0,11.9156494140625,1,1011.9156494140625,110
2027,CLEMENTI,SUNSET WAY,XGBoost,205.24803161621094,0.0,0.0,205.24803161621094,2.0,200.0,5.2480316162109375,1,1005.2480316162109,111
2027,YISHUN,KHATIB,XGBoost,303.6659851074219,0.0,0.0,303.6659851074219,3.0,300.0,3.665985107421875,1,1003.6659851074219,112
2027,NOVENA,MOUNT PLEASANT,XGBoost,2.660691976547241,0.0,0.0,2.660691976547241,0.0,0.0,2.660691976547241,1,1002.6606919765472,113
2027,DOWNTOWN CORE,CECIL,XGBoost,2.0948493480682373,0.0,0.0,2.0948493480682373,0.0,0.0,2.0948493480682373,1,1002.0948493480682,114
2027,DOWNTOWN CORE,BUGIS,XGBoost,1.6363106966018677,0.0,0.0,1.6363106966018677,0.0,0.0,1.6363106966018677,1,1001.6363106966019,115
2027,SUNGEI KADUT,TURF CLUB,XGBoost,1.6363106966018677,0.0,0.0,1.6363106966018677,0.0,0.0,1.6363106966018677,1,1001.6363106966019,115
2027,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,CHANGI,CHANGI POINT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,CHANGI BAY,CHANGI BAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,CLEMENTI,PANDAN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,ANSON,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,BAYFRONT SUBZONE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,CLIFFORD PIER,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,MARINA CENTRE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,MAXWELL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,NICOLL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,PHILLIP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,DOWNTOWN CORE,RAFFLES PLACE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,HOUGANG,DEFU INDUSTRIAL PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,HOUGANG,LORONG HALUS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,JURONG EAST,JURONG PORT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,JURONG EAST,JURONG RIVER,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,JURONG EAST,LAKESIDE BUSINESS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,JURONG EAST,LAKESIDE LEISURE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,JURONG EAST,PENJURU CRESCENT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,JURONG WEST,CHIN BEE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,JURONG WEST,SAFTI,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,LIM CHU KANG,LIM CHU KANG,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,MANDAI,MANDAI WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,MARINA EAST,MARINA EAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,MARINA SOUTH,MARINA SOUTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,MARINE PARADE,EAST COAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,MARINE PARADE,MARINA EAST MP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,MUSEUM,BRAS BASAH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,MUSEUM,FORT CANNING,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,ORCHARD,SOMERSET,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,ORCHARD,TANGLIN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,OUTRAM,CHINA SQUARE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,OUTRAM,PEOPLES PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PASIR RIS,PASIR RIS WAFER FAB PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PAYA LEBAR,AIRPORT ROAD,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PAYA LEBAR,PAYA LEBAR EAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PAYA LEBAR,PAYA LEBAR NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PAYA LEBAR,PAYA LEBAR WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PAYA LEBAR,PLAB,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PIONEER,BENOI SECTOR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PIONEER,GUL BASIN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PIONEER,GUL CIRCLE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PIONEER,JOO KOON,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PIONEER,PIONEER SECTOR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PUNGGOL,CONEY ISLAND,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,PUNGGOL,PUNGGOL CANAL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,QUEENSTOWN,PORT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,RIVER VALLEY,PATERSON,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,ROCHOR,KAMPONG GLAM,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,ROCHOR,ROCHOR CANAL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,ROCHOR,SELEGIE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SELETAR,PULAU PUNGGOL BARAT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SELETAR,PULAU PUNGGOL TIMOR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SELETAR,SELETAR AEROSPACE PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SEMBAWANG,SENOKO NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SEMBAWANG,SENOKO SOUTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SEMBAWANG,THE WHARVES,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SENGKANG,LORONG HALUS NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SENGKANG,SENGKANG WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SIMPANG,PULAU SELETAR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SIMPANG,SIMPANG NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SIMPANG,SIMPANG SOUTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SIMPANG,TANJONG IRAU,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SINGAPORE RIVER,BOAT QUAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SINGAPORE RIVER,CLARKE QUAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SOUTHERN ISLANDS,SOUTHERN GROUP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,STRAITS VIEW,STRAITS VIEW,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SUNGEI KADUT,GALI BATU,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SUNGEI KADUT,KRANJI,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SUNGEI KADUT,PANG SUA,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,SUNGEI KADUT,RESERVOIR VIEW,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TENGAH,BRICKLAND,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TENGAH,FOREST HILL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TENGAH,TENGAH INDUSTRIAL ESTATE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TUAS,TENGEH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TUAS,TUAS BAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TUAS,TUAS NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TUAS,TUAS PROMENADE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TUAS,TUAS VIEW,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,TUAS,TUAS VIEW EXTENSION,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,WESTERN ISLANDS,SEMAKAU,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,WESTERN ISLANDS,SUDONG,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,WESTERN WATER CATCHMENT,BAHAR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,116
2027,BOON LAY,LIU FANG,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806,0.0,0.0,1.1381860971450806,1,1001.1381860971451,117
2027,BOON LAY,SAMULUN,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806,0.0,0.0,1.1381860971450806,1,1001.1381860971451,117
2027,BOON LAY,SHIPYARD,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806,0.0,0.0,1.1381860971450806,1,1001.1381860971451,117
2027,BOON LAY,TUKANG,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806,0.0,0.0,1.1381860971450806,1,1001.1381860971451,117
2027,BUKIT MERAH,CITY TERMINALS,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806,0.0,0.0,1.1381860971450806,1,1001.1381860971451,117
2027,WOODLANDS,SENOKO WEST,XGBoost,0.1264697015285492,0.0,0.0,0.1264697015285492,0.0,0.0,0.1264697015285492,1,1000.1264697015285,118
2027,WOODLANDS,WOODLANDS REGIONAL CENTRE,XGBoost,332.3236083984375,595.0,71.39999999999999,332.3236083984375,3.0,400.0,0.0,0,142.79999999999998,119
2027,KALLANG,BENDEMEER,XGBoost,1742.9569091796875,508.33333333333337,61.0,1742.9569091796875,17.0,1800.0,0.0,0,122.0,120
2027,HOUGANG,TAI SENG,XGBoost,732.41015625,479.6666666666667,57.56,732.41015625,8.0,800.0,0.0,0,115.12,121
2027,YISHUN,YISHUN CENTRAL,XGBoost,181.0482635498047,215.33333333333334,25.84,181.0482635498047,6.0,600.0,0.0,0,51.68,122
2027,HOUGANG,LORONG AH SOO,XGBoost,945.3020629882812,195.33333333333334,23.439999999999998,945.3020629882812,17.0,1700.0,0.0,0,46.879999999999995,123
2027,JURONG EAST,TOH GUAN,XGBoost,472.9348449707031,189.66666666666666,22.76,472.9348449707031,8.0,800.0,0.0,0,45.52,124
2027,KALLANG,KAMPONG JAVA,XGBoost,387.171875,143.33333333333334,17.2,387.171875,5.0,500.0,0.0,0,34.4,125
2027,GEYLANG,ALJUNIED,XGBoost,1848.8543701171875,140.33333333333334,16.84,1848.8543701171875,20.0,2000.0,0.0,0,33.68,126
2027,ANG MO KIO,SHANGRI LA,XGBoost,757.2167358398438,126.66666666666667,15.200000000000001,757.2167358398438,8.0,800.0,0.0,0,30.400000000000002,127
2027,TAMPINES,TAMPINES EAST,XGBoost,5282.70458984375,89.0,10.68,5282.70458984375,53.0,5400.0,0.0,0,21.36,128
2027,JURONG WEST,YUNNAN,XGBoost,1991.18310546875,73.66666666666667,8.84,1991.18310546875,20.0,2000.0,0.0,0,17.68,129
2027,ANG MO KIO,ANG MO KIO TOWN CENTRE,XGBoost,149.5526580810547,0.0,0.0,149.5526580810547,3.0,300.0,0.0,0,0.0,130
2027,ANG MO KIO,KEBUN BAHRU,XGBoost,599.2728881835938,0.0,0.0,599.2728881835938,9.0,900.0,0.0,0,0.0,130
2027,ANG MO KIO,SEMBAWANG HILLS,XGBoost,291.17779541015625,0.0,0.0,291.17779541015625,3.0,300.0,0.0,0,0.0,130
2027,ANG MO KIO,TAGORE,XGBoost,244.95851135253906,0.0,0.0,244.95851135253906,4.0,400.0,0.0,0,0.0,130
2027,ANG MO KIO,YIO CHU KANG,XGBoost,0.0,0.0,0.0,0.0,5.0,500.0,0.0,0,0.0,130
2027,ANG MO KIO,YIO CHU KANG EAST,XGBoost,156.21470642089844,0.0,0.0,156.21470642089844,6.0,600.0,0.0,0,0.0,130
2027,ANG MO KIO,YIO CHU KANG NORTH,XGBoost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,130
2027,BEDOK,BEDOK NORTH,XGBoost,2473.237060546875,0.0,0.0,2473.237060546875,27.0,2700.0,0.0,0,0.0,130
2027,BEDOK,FRANKEL,XGBoost,1648.918212890625,0.0,0.0,1648.918212890625,24.0,2400.0,0.0,0,0.0,130
2027,BEDOK,KEMBANGAN,XGBoost,1179.0252685546875,0.0,0.0,1179.0252685546875,13.0,1300.0,0.0,0,0.0,130
2027,BISHAN,MARYMOUNT,XGBoost,1192.9342041015625,0.0,0.0,1192.9342041015625,12.0,1200.0,0.0,0,0.0,130
2027,BUKIT BATOK,BUKIT BATOK EAST,XGBoost,313.2051696777344,0.0,0.0,313.2051696777344,4.0,400.0,0.0,0,0.0,130
