year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6,bto_units_effective,bto_demand_addition,forecast_demand_children,num_centres,estimated_capacity,shortfall_children,additional_centres_needed,priority_score,priority_rank
2026,YISHUN,YISHUN SOUTH,XGBoost,1669.7135009765625,0.0,0.0,1669.7135009765625,13.0,1300.0,369.7135009765625,4,4369.7135009765625,35
2026,ANG MO KIO,CHONG BOON,XGBoost,659.2286987304688,0.0,0.0,659.2286987304688,3.0,300.0,359.22869873046875,4,4359.228698730469,36
2026,BEDOK,BEDOK RESERVOIR,XGBoost,1043.0313720703125,0.0,0.0,1043.0313720703125,7.0,700.0,343.0313720703125,4,4343.0313720703125,37
2026,SENGKANG,RIVERVALE,XGBoost,2541.543701171875,0.0,0.0,2541.543701171875,22.0,2200.0,341.543701171875,4,4341.543701171875,38
2026,CHOA CHU KANG,PENG SIANG,XGBoost,1535.2734375,0.0,0.0,1535.2734375,12.0,1200.0,335.2734375,4,4335.2734375,39
2026,WOODLANDS,WOODLANDS EAST,XGBoost,4324.51904296875,0.0,0.0,4324.51904296875,40.0,4000.0,324.51904296875,4,4324.51904296875,40
2026,BUKIT MERAH,REDHILL,XGBoost,414.3771667480469,0.0,0.0,414.3771667480469,1.0,100.0,314.3771667480469,4,4314.377166748047,41
2026,BUKIT MERAH,TELOK BLANGAH RISE,XGBoost,313.44482421875,0.0,0.0,313.44482421875,0.0,0.0,313.44482421875,4,4313.44482421875,42
2026,OUTRAM,CHINATOWN,XGBoost,313.44482421875,0.0,0.0,313.44482421875,0.0,0.0,313.44482421875,4,4313.44482421875,42
2026,PASIR RIS,FLORA DRIVE,XGBoost,611.0702514648438,0.0,0.0,611.0702514648438,3.0,300.0,311.07025146484375,4,4311.070251464844,43
2026,BUKIT BATOK,BUKIT BATOK CENTRAL,XGBoost,1200.53173828125,0.0,0.0,1200.53173828125,9.0,900.0,300.53173828125,4,4300.53173828125,44
2026,BUKIT MERAH,MARITIME SQUARE,XGBoost,298.3842468261719,0.0,0.0,298.3842468261719,0.0,0.0,298.3842468261719,3,3298.384246826172,45
2026,QUEENSTOWN,GHIM MOH,XGBoost,686.5211181640625,0.0,0.0,686.5211181640625,4.0,400.0,286.5211181640625,3,3286.5211181640625,46
2026,BUKIT TIMAH,FARRER COURT,XGBoost,558.0999145507812,0.0,0.0,558.0999145507812,3.0,300.0,258.09991455078125,3,3258.0999145507812,47
2026,BUKIT TIMAH,HOLLAND ROAD,XGBoost,652.078125,0.0,0.0,652.078125,4.0,400.0,252.078125,3,3252.078125,48
2026,BEDOK,KAKI BUKIT,XGBoost,1246.435302734375,0.0,0.0,1246.435302734375,10.0,1000.0,246.435302734375,3,3246.435302734375,49
2026,PUNGGOL,PUNGGOL TOWN CENTRE,XGBoost,1840.7200927734375,0.0,0.0,1840.7200927734375,14.0,1600.0,240.7200927734375,3,3240.7200927734375,50
2026,QUEENSTOWN,DOVER,XGBoost,438.2981872558594,0.0,0.0,438.2981872558594,2.0,200.0,238.29818725585938,3,3238.2981872558594,51
2026,SENGKANG,COMPASSVALE,XGBoost,1230.6693115234375,0.0,0.0,1230.6693115234375,10.0,1000.0,230.6693115234375,3,3230.6693115234375,52
2026,BUKIT MERAH,TIONG BAHRU STATION,XGBoost,518.7401123046875,0.0,0.0,518.7401123046875,3.0,300.0,218.7401123046875,3,3218.7401123046875,53
2026,ANG MO KIO,CHENG SAN,XGBoost,812.1146240234375,0.0,0.0,812.1146240234375,6.0,600.0,212.1146240234375,3,3212.1146240234375,54
2026,BEDOK,BEDOK SOUTH,XGBoost,1708.8585205078125,0.0,0.0,1708.8585205078125,15.0,1500.0,208.8585205078125,3,3208.8585205078125,55
2026,CLEMENTI,WEST COAST,XGBoost,608.6749877929688,0.0,0.0,608.6749877929688,4.0,400.0,208.67498779296875,3,3208.6749877929688,56
2026,YISHUN,YISHUN WEST,XGBoost,1501.9559326171875,0.0,0.0,1501.9559326171875,13.0,1300.0,201.9559326171875,3,3201.9559326171875,57
2026,PASIR RIS,PASIR RIS DRIVE,XGBoost,1800.9932861328125,0.0,0.0,1800.9932861328125,16.0,1600.0,200.9932861328125,3,3200.9932861328125,58
2026,BUKIT MERAH,TELOK BLANGAH WAY,XGBoost,199.20372009277344,0.0,0.0,199.20372009277344,0.0,0.0,199.20372009277344,2,2199.2037200927734,59
2026,BUKIT MERAH,EVERTON PARK,XGBoost,196.95587158203125,0.0,0.0,196.95587158203125,0.0,0.0,196.95587158203125,2,2196.9558715820312,60
2026,BUKIT MERAH,HENDERSON HILL,XGBoost,390.2580261230469,0.0,0.0,390.2580261230469,2.0,200.0,190.25802612304688,2,2190.258026123047,61
2026,MARINE PARADE,MARINE PARADE,XGBoost,1179.264892578125,0.0,0.0,1179.264892578125,10.0,1000.0,179.264892578125,2,2179.264892578125,62
2026,GEYLANG,GEYLANG EAST,XGBoost,1476.91357421875,0.0,0.0,1476.91357421875,13.0,1300.0,176.91357421875,2,2176.91357421875,63
2026,SERANGOON,UPPER PAYA LEBAR,XGBoost,774.7196044921875,0.0,0.0,774.7196044921875,6.0,600.0,174.7196044921875,2,2174.7196044921875,64
2026,SOUTHERN ISLANDS,SENTOSA,XGBoost,163.42111206054688,0.0,0.0,163.42111206054688,0.0,0.0,163.42111206054688,2,2163.421112060547,65
2026,BUKIT TIMAH,LEEDON PARK,XGBoost,362.4388427734375,0.0,0.0,362.4388427734375,2.0,200.0,162.4388427734375,2,2162.4388427734375,66
2026,ANG MO KIO,YIO CHU KANG WEST,XGBoost,825.8856201171875,151.33333333333334,18.16,825.8856201171875,7.0,700.0,125.8856201171875,2,2162.2056201171877,67
2026,NEWTON,CAIRNHILL,XGBoost,260.3158874511719,0.0,0.0,260.3158874511719,1.0,100.0,160.31588745117188,2,2160.315887451172,68
2026,RIVER VALLEY,INSTITUTION HILL,XGBoost,260.3158874511719,0.0,0.0,260.3158874511719,1.0,100.0,160.31588745117188,2,2160.315887451172,68
2026,BUKIT PANJANG,JELEBU,XGBoost,857.2817993164062,0.0,0.0,857.2817993164062,7.0,700.0,157.28179931640625,2,2157.2817993164062,69
2026,CHANGI,CHANGI WEST,XGBoost,156.75906372070312,0.0,0.0,156.75906372070312,0.0,0.0,156.75906372070312,2,2156.759063720703,70
2026,BUKIT MERAH,KAMPONG TIONG BAHRU,XGBoost,323.8924560546875,0.0,0.0,323.8924560546875,2.0,200.0,123.8924560546875,2,2123.8924560546875,71
2026,JURONG WEST,TAMAN JURONG,XGBoost,1623.7252197265625,0.0,0.0,1623.7252197265625,15.0,1500.0,123.7252197265625,2,2123.7252197265625,72
2026,BUKIT BATOK,HONG KAH NORTH,XGBoost,813.70947265625,0.0,0.0,813.70947265625,7.0,700.0,113.70947265625,2,2113.70947265625,73
2026,TANGLIN,CHATSWORTH,XGBoost,407.91082763671875,0.0,0.0,407.91082763671875,3.0,300.0,107.91082763671875,2,2107.9108276367188,74
2026,BUKIT PANJANG,SAUJANA,XGBoost,1203.9190673828125,0.0,0.0,1203.9190673828125,11.0,1100.0,103.9190673828125,2,2103.9190673828125,75
2026,TANGLIN,NASSIM,XGBoost,703.57568359375,0.0,0.0,703.57568359375,6.0,600.0,103.57568359375,2,2103.57568359375,76
2026,BUKIT PANJANG,FAJAR,XGBoost,1200.043701171875,0.0,0.0,1200.043701171875,11.0,1100.0,100.043701171875,2,2100.043701171875,77
2026,SEMBAWANG,SEMBAWANG SPRINGS,XGBoost,1161.6207275390625,731.0,87.72,1161.6207275390625,11.0,1100.0,61.6207275390625,1,1237.0607275390626,78
2026,JURONG WEST,YUNNAN,XGBoost,2085.528564453125,73.66666666666667,8.84,2085.528564453125,20.0,2000.0,85.528564453125,1,1103.208564453125,79
2026,SEMBAWANG,SEMBAWANG STRAITS,XGBoost,95.49243927001953,0.0,0.0,95.49243927001953,0.0,0.0,95.49243927001953,1,1095.4924392700195,80
2026,NEWTON,ORANGE GROVE,XGBoost,94.4735336303711,0.0,0.0,94.4735336303711,0.0,0.0,94.4735336303711,1,1094.473533630371,81
2026,KALLANG,LAVENDER,XGBoost,391.81744384765625,0.0,0.0,391.81744384765625,3.0,300.0,91.81744384765625,1,1091.8174438476562,82
2026,NEWTON,MONKS HILL,XGBoost,86.96366119384766,0.0,0.0,86.96366119384766,0.0,0.0,86.96366119384766,1,1086.9636611938477,83
2026,ROCHOR,SUNGEI ROAD,XGBoost,86.96366119384766,0.0,0.0,86.96366119384766,0.0,0.0,86.96366119384766,1,1086.9636611938477,83
2026,KALLANG,TANJONG RHU,XGBoost,385.5081481933594,0.0,0.0,385.5081481933594,3.0,300.0,85.50814819335938,1,1085.5081481933594,84
2026,SEMBAWANG,SEMBAWANG NORTH,XGBoost,1079.9119873046875,0.0,0.0,1079.9119873046875,10.0,1000.0,79.9119873046875,1,1079.9119873046875,85
2026,PASIR RIS,LOYANG EAST,XGBoost,70.35199737548828,0.0,0.0,70.35199737548828,0.0,0.0,70.35199737548828,1,1070.3519973754883,86
2026,BUKIT BATOK,BUKIT BATOK WEST,XGBoost,570.0374145507812,0.0,0.0,570.0374145507812,5.0,500.0,70.03741455078125,1,1070.0374145507812,87
2026,BUKIT PANJANG,BANGKIT,XGBoost,668.53173828125,0.0,0.0,668.53173828125,6.0,600.0,68.53173828125,1,1068.53173828125,88
2026,BEDOK,BAYSHORE,XGBoost,367.79766845703125,0.0,0.0,367.79766845703125,3.0,300.0,67.79766845703125,1,1067.7976684570312,89
2026,NOVENA,BALESTIER,XGBoost,1265.8460693359375,0.0,0.0,1265.8460693359375,12.0,1200.0,65.8460693359375,1,1065.8460693359375,90
2026,BUKIT MERAH,TIONG BAHRU,XGBoost,465.8193054199219,0.0,0.0,465.8193054199219,4.0,400.0,65.81930541992188,1,1065.8193054199219,91
2026,BUKIT TIMAH,ULU PANDAN,XGBoost,563.87646484375,0.0,0.0,563.87646484375,5.0,500.0,63.87646484375,1,1063.87646484375,92
2026,KALLANG,CRAWFORD,XGBoost,163.42111206054688,0.0,0.0,163.42111206054688,1.0,100.0,63.421112060546875,1,1063.4211120605469,93
2026,KALLANG,BOON KENG,XGBoost,463.03857421875,0.0,0.0,463.03857421875,4.0,400.0,63.03857421875,1,1063.03857421875,94
2026,TANGLIN,TYERSALL,XGBoost,260.3158874511719,0.0,0.0,260.3158874511719,2.0,200.0,60.315887451171875,1,1060.3158874511719,95
2026,JURONG EAST,TEBAN GARDENS,XGBoost,556.1917724609375,0.0,0.0,556.1917724609375,5.0,500.0,56.1917724609375,1,1056.1917724609375,96
2026,DOWNTOWN CORE,CENTRAL SUBZONE,XGBoost,55.4068489074707,0.0,0.0,55.4068489074707,0.0,0.0,55.4068489074707,1,1055.4068489074707,97
2026,NOVENA,MALCOLM,XGBoost,252.1649169921875,0.0,0.0,252.1649169921875,2.0,200.0,52.1649169921875,1,1052.1649169921875,98
2026,WOODLANDS,NORTH COAST,XGBoost,250.91355895996094,0.0,0.0,250.91355895996094,2.0,200.0,50.91355895996094,1,1050.913558959961,99
2026,TOA PAYOH,POTONG PASIR,XGBoost,445.1681213378906,0.0,0.0,445.1681213378906,4.0,400.0,45.168121337890625,1,1045.1681213378906,100
2026,KALLANG,KAMPONG BUGIS,XGBoost,142.47813415527344,0.0,0.0,142.47813415527344,1.0,100.0,42.47813415527344,1,1042.4781341552734,101
2026,BUKIT BATOK,GUILIN,XGBoost,441.8266296386719,0.0,0.0,441.8266296386719,4.0,400.0,41.826629638671875,1,1041.8266296386719,102
2026,YISHUN,NEE SOON,XGBoost,40.584781646728516,0.0,0.0,40.584781646728516,0.0,0.0,40.584781646728516,1,1040.5847816467285,103
2026,BEDOK,SIGLAP,XGBoost,236.02688598632812,0.0,0.0,236.02688598632812,2.0,200.0,36.026885986328125,1,1036.0268859863281,104
2026,BISHAN,UPPER THOMSON,XGBoost,1429.889404296875,0.0,0.0,1429.889404296875,14.0,1400.0,29.889404296875,1,1029.889404296875,105
2026,ANG MO KIO,TOWNSVILLE,XGBoost,528.9183349609375,0.0,0.0,528.9183349609375,5.0,500.0,28.9183349609375,1,1028.9183349609375,106
2026,QUEENSTOWN,TANGLIN HALT,XGBoost,324.1321105957031,0.0,0.0,324.1321105957031,3.0,300.0,24.132110595703125,1,1024.1321105957031,107
2026,DOWNTOWN CORE,TANJONG PAGAR,XGBoost,20.38593292236328,0.0,0.0,20.38593292236328,0.0,0.0,20.38593292236328,1,1020.3859329223633,108
2026,CLEMENTI,SUNSET WAY,XGBoost,215.17160034179688,0.0,0.0,215.17160034179688,2.0,200.0,15.171600341796875,1,1015.1716003417969,109
2026,GEYLANG,MACPHERSON,XGBoost,909.838623046875,0.0,0.0,909.838623046875,9.0,900.0,9.838623046875,1,1009.838623046875,110
2026,YISHUN,KHATIB,XGBoost,307.6379089355469,0.0,0.0,307.6379089355469,3.0,300.0,7.637908935546875,1,1007.6379089355469,111
2026,DOWNTOWN CORE,BUGIS,XGBoost,4.590802192687988,0.0,0.0,4.590802192687988,0.0,0.0,4.590802192687988,1,1004.590802192688,112
2026,QUEENSTOWN,COMMONWEALTH,XGBoost,103.82707977294922,0.0,0.0,103.82707977294922,1.0,100.0,3.8270797729492188,1,1003.8270797729492,113
2026,RIVER VALLEY,ONE TREE HILL,XGBoost,103.82707977294922,0.0,0.0,103.82707977294922,1.0,100.0,3.8270797729492188,1,1003.8270797729492,113
2026,DOWNTOWN CORE,CECIL,XGBoost,3.7897214889526367,0.0,0.0,3.7897214889526367,0.0,0.0,3.7897214889526367,1,1003.7897214889526,114
2026,NOVENA,MOUNT PLEASANT,XGBoost,3.119231700897217,0.0,0.0,3.119231700897217,0.0,0.0,3.119231700897217,1,1003.1192317008972,115
2026,RIVER VALLEY,PATERSON,XGBoost,3.072701930999756,0.0,0.0,3.072701930999756,0.0,0.0,3.072701930999756,1,1003.0727019309998,116
2026,SUNGEI KADUT,TURF CLUB,XGBoost,2.0948493480682373,0.0,0.0,2.0948493480682373,0.0,0.0,2.0948493480682373,1,1002.0948493480682,117
2026,ORCHARD,TANGLIN,XGBoost,1.6363106966018677,0.0,0.0,1.6363106966018677,0.0,0.0,1.6363106966018677,1,1001.6363106966019,118
2026,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,CHANGI,CHANGI POINT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,CHANGI BAY,CHANGI BAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,CLEMENTI,PANDAN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,ANSON,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,BAYFRONT SUBZONE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,CLIFFORD PIER,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,MARINA CENTRE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,MAXWELL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,NICOLL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,PHILLIP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,DOWNTOWN CORE,RAFFLES PLACE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,HOUGANG,DEFU INDUSTRIAL PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,HOUGANG,LORONG HALUS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,JURONG EAST,JURONG PORT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,JURONG EAST,JURONG RIVER,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,JURONG EAST,LAKESIDE BUSINESS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,JURONG EAST,LAKESIDE LEISURE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,JURONG EAST,PENJURU CRESCENT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,JURONG WEST,CHIN BEE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,JURONG WEST,SAFTI,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,LIM CHU KANG,LIM CHU KANG,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,MANDAI,MANDAI WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,MARINA EAST,MARINA EAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,MARINA SOUTH,MARINA SOUTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,MARINE PARADE,EAST COAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,MARINE PARADE,MARINA EAST MP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,MUSEUM,BRAS BASAH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,MUSEUM,FORT CANNING,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,ORCHARD,SOMERSET,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,OUTRAM,CHINA SQUARE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,OUTRAM,PEOPLES PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PASIR RIS,PASIR RIS WAFER FAB PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PAYA LEBAR,AIRPORT ROAD,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PAYA LEBAR,PAYA LEBAR EAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PAYA LEBAR,PAYA LEBAR NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PAYA LEBAR,PAYA LEBAR WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PAYA LEBAR,PLAB,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PIONEER,BENOI SECTOR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PIONEER,GUL BASIN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PIONEER,GUL CIRCLE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PIONEER,JOO KOON,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PIONEER,PIONEER SECTOR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PUNGGOL,CONEY ISLAND,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,PUNGGOL,PUNGGOL CANAL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,QUEENSTOWN,PORT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
2026,ROCHOR,KAMPONG GLAM,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475,0.0,0.0,1.3778321743011475,1,1001.3778321743011,119
