year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6
2030,MANDAI,MANDAI ESTATE,Prophet,0.0
2026,MANDAI,MANDAI WEST,Linear,0.0
2027,MANDAI,MANDAI WEST,Linear,0.0
2028,MANDAI,MANDAI WEST,Linear,0.0
2029,MANDAI,MANDAI WEST,Linear,0.0
2030,MANDAI,MANDAI WEST,Linear,0.0
2026,MANDAI,MANDAI WEST,Prophet,0.0
2027,MANDAI,MANDAI WEST,Prophet,0.0
2028,MANDAI,MANDAI WEST,Prophet,0.0
2029,MANDAI,MANDAI WEST,Prophet,0.0
2030,MANDAI,MANDAI WEST,Prophet,0.0
2026,MARINA EAST,MARINA EAST,Linear,0.0
2027,MARINA EAST,MARINA EAST,Linear,0.0
2028,MARINA EAST,MARINA EAST,Linear,0.0
2029,MARINA EAST,MARINA EAST,Linear,0.0
2030,MARINA EAST,MARINA EAST,Linear,0.0
2026,MARINA EAST,MARINA EAST,Prophet,0.0
2027,MARINA EAST,MARINA EAST,Prophet,0.0
2028,MARINA EAST,MARINA EAST,Prophet,0.0
2029,MARINA EAST,MARINA EAST,Prophet,0.0
2030,MARINA EAST,MARINA EAST,Prophet,0.0
2026,MARINA SOUTH,MARINA SOUTH,Linear,0.0
2027,MARINA SOUTH,MARINA SOUTH,Linear,0.0
2028,MARINA SOUTH,MARINA SOUTH,Linear,0.0
2029,MARINA SOUTH,MARINA SOUTH,Linear,0.0
2030,MARINA SOUTH,MARINA SOUTH,Linear,0.0
2026,MARINA SOUTH,MARINA SOUTH,Prophet,0.0
2027,MARINA SOUTH,MARINA SOUTH,Prophet,0.0
2028,MARINA SOUTH,MARINA SOUTH,Prophet,0.0
2029,MARINA SOUTH,MARINA SOUTH,Prophet,0.0
2030,MARINA SOUTH,MARINA SOUTH,Prophet,0.0
2026,MARINE PARADE,EAST COAST,Linear,0.0
2027,MARINE PARADE,EAST COAST,Linear,0.0
2028,MARINE PARADE,EAST COAST,Linear,0.0
2029,MARINE PARADE,EAST COAST,Linear,0.0
2030,MARINE PARADE,EAST COAST,Linear,0.0
2026,MARINE PARADE,EAST COAST,Prophet,0.0
2027,MARINE PARADE,EAST COAST,Prophet,0.0
2028,MARINE PARADE,EAST COAST,Prophet,0.0
2029,MARINE PARADE,EAST COAST,Prophet,0.0
2030,MARINE PARADE,EAST COAST,Prophet,0.0
2026,MARINE PARADE,KATONG,Linear,305.33333333331393
2027,MARINE PARADE,KATONG,Linear,224.93939393939218
2028,MARINE PARADE,KATONG,Linear,144.54545454544132
2029,MARINE PARADE,KATONG,Linear,64.15151515151956
2030,MARINE PARADE,KATONG,Linear,0.0
2026,MARINE PARADE,KATONG,Prophet,685.2278022151838
2027,MARINE PARADE,KATONG,Prophet,667.7294375061259
2028,MARINE PARADE,KATONG,Prophet,650.1831320718377
2029,MARINE PARADE,KATONG,Prophet,632.68476736278
2030,MARINE PARADE,KATONG,Prophet,615.1864026537222
2026,MARINE PARADE,MARINA EAST MP,Linear,0.0
2027,MARINE PARADE,MARINA EAST MP,Linear,0.0
2028,MARINE PARADE,MARINA EAST MP,Linear,0.0
2029,MARINE PARADE,MARINA EAST MP,Linear,0.0
2030,MARINE PARADE,MARINA EAST MP,Linear,0.0
2026,MARINE PARADE,MARINA EAST MP,Prophet,0.0
2027,MARINE PARADE,MARINA EAST MP,Prophet,0.0
2028,MARINE PARADE,MARINA EAST MP,Prophet,0.0
2029,MARINE PARADE,MARINA EAST MP,Prophet,0.0
2030,MARINE PARADE,MARINA EAST MP,Prophet,0.0
2026,MARINE PARADE,MARINE PARADE,Linear,651.3333333333721
2027,MARINE PARADE,MARINE PARADE,Linear,398.2121212121565
2028,MARINE PARADE,MARINE PARADE,Linear,145.09090909094084
2029,MARINE PARADE,MARINE PARADE,Linear,0.0
2030,MARINE PARADE,MARINE PARADE,Linear,0.0
2026,MARINE PARADE,MARINE PARADE,Prophet,1126.6116291466446
2027,MARINE PARADE,MARINE PARADE,Prophet,957.3682243273948
2028,MARINE PARADE,MARINE PARADE,Prophet,787.6611389469955
2029,MARINE PARADE,MARINE PARADE,Prophet,618.4177341277458
2030,MARINE PARADE,MARINE PARADE,Prophet,449.17432930849606
2026,MARINE PARADE,MOUNTBATTEN,Linear,311.66666666668607
2027,MARINE PARADE,MOUNTBATTEN,Linear,219.15151515151956
2028,MARINE PARADE,MOUNTBATTEN,Linear,126.63636363638216
2029,MARINE PARADE,MOUNTBATTEN,Linear,34.12121212121565
2030,MARINE PARADE,MOUNTBATTEN,Linear,0.0
2026,MARINE PARADE,MOUNTBATTEN,Prophet,708.8817738507801
2027,MARINE PARADE,MOUNTBATTEN,Prophet,688.386718768839
2028,MARINE PARADE,MOUNTBATTEN,Prophet,667.835512851057
2029,MARINE PARADE,MOUNTBATTEN,Prophet,647.3404577691161
2030,MARINE PARADE,MOUNTBATTEN,Prophet,626.8454026871752
2026,MUSEUM,BRAS BASAH,Linear,0.0
2027,MUSEUM,BRAS BASAH,Linear,0.0
2028,MUSEUM,BRAS BASAH,Linear,0.0
2029,MUSEUM,BRAS BASAH,Linear,0.0
2030,MUSEUM,BRAS BASAH,Linear,0.0
2026,MUSEUM,BRAS BASAH,Prophet,0.0
2027,MUSEUM,BRAS BASAH,Prophet,0.0
2028,MUSEUM,BRAS BASAH,Prophet,0.0
2029,MUSEUM,BRAS BASAH,Prophet,0.0
2030,MUSEUM,BRAS BASAH,Prophet,0.0
2026,MUSEUM,DHOBY GHAUT,Linear,16.66666666666697
2027,MUSEUM,DHOBY GHAUT,Linear,17.78787878787898
2028,MUSEUM,DHOBY GHAUT,Linear,18.90909090909099
2029,MUSEUM,DHOBY GHAUT,Linear,20.030303030303003
2030,MUSEUM,DHOBY GHAUT,Linear,21.15151515151547
2026,MUSEUM,DHOBY GHAUT,Prophet,12.625516979283901
2027,MUSEUM,DHOBY GHAUT,Prophet,13.247970876874685
2028,MUSEUM,DHOBY GHAUT,Prophet,13.87213012760956
2029,MUSEUM,DHOBY GHAUT,Prophet,14.494584025200348
2030,MUSEUM,DHOBY GHAUT,Prophet,15.117037922791132
2026,MUSEUM,FORT CANNING,Linear,0.0
2027,MUSEUM,FORT CANNING,Linear,0.0
2028,MUSEUM,FORT CANNING,Linear,0.0
2029,MUSEUM,FORT CANNING,Linear,0.0
2030,MUSEUM,FORT CANNING,Linear,0.0
2026,MUSEUM,FORT CANNING,Prophet,1.0911852057795688
2027,MUSEUM,FORT CANNING,Prophet,1.072365795117772
2028,MUSEUM,FORT CANNING,Prophet,1.0534948244267643
2029,MUSEUM,FORT CANNING,Prophet,1.0346754137649674
2030,MUSEUM,FORT CANNING,Prophet,1.0158560031031705
2026,NEWTON,CAIRNHILL,Linear,209.33333333332848
2027,NEWTON,CAIRNHILL,Linear,177.84848484848044
2028,NEWTON,CAIRNHILL,Linear,146.3636363636324
2029,NEWTON,CAIRNHILL,Linear,114.87878787878435
2030,NEWTON,CAIRNHILL,Linear,83.39393939393631
2026,NEWTON,CAIRNHILL,Prophet,365.2728882602879
2027,NEWTON,CAIRNHILL,Prophet,363.9782989485642
2028,NEWTON,CAIRNHILL,Prophet,362.68016281680826
2029,NEWTON,CAIRNHILL,Prophet,361.3855735050845
2030,NEWTON,CAIRNHILL,Prophet,360.0909841933608
2026,NEWTON,GOODWOOD PARK,Linear,118.0
2027,NEWTON,GOODWOOD PARK,Linear,109.36363636363603
2028,NEWTON,GOODWOOD PARK,Linear,100.72727272727207
2029,NEWTON,GOODWOOD PARK,Linear,92.0909090909081
2030,NEWTON,GOODWOOD PARK,Linear,83.45454545454413
2026,NEWTON,GOODWOOD PARK,Prophet,183.111615065044
2027,NEWTON,GOODWOOD PARK,Prophet,186.42844503736018
2028,NEWTON,GOODWOOD PARK,Prophet,189.75436221507996
2029,NEWTON,GOODWOOD PARK,Prophet,193.07119218739615
2030,NEWTON,GOODWOOD PARK,Prophet,196.38802215971234
2026,NEWTON,ISTANA NEGARA,Linear,0.0
2027,NEWTON,ISTANA NEGARA,Linear,0.0
2028,NEWTON,ISTANA NEGARA,Linear,0.0
2029,NEWTON,ISTANA NEGARA,Linear,0.0
2030,NEWTON,ISTANA NEGARA,Linear,0.0
2026,NEWTON,ISTANA NEGARA,Prophet,0.0
2027,NEWTON,ISTANA NEGARA,Prophet,0.0
2028,NEWTON,ISTANA NEGARA,Prophet,0.0
2029,NEWTON,ISTANA NEGARA,Prophet,0.0
2030,NEWTON,ISTANA NEGARA,Prophet,0.0
2026,NEWTON,MONKS HILL,Linear,93.66666666666606
2027,NEWTON,MONKS HILL,Linear,90.15151515151501
2028,NEWTON,MONKS HILL,Linear,86.63636363636306
2029,NEWTON,MONKS HILL,Linear,83.12121212121201
2030,NEWTON,MONKS HILL,Linear,79.60606060606005
2026,NEWTON,MONKS HILL,Prophet,99.98233837396833
2027,NEWTON,MONKS HILL,Prophet,97.56119310509797
2028,NEWTON,MONKS HILL,Prophet,95.13341456151832
2029,NEWTON,MONKS HILL,Prophet,92.71226929264795
2030,NEWTON,MONKS HILL,Prophet,90.29112402377756
2026,NEWTON,NEWTON CIRCUS,Linear,1.3333333333339397
2027,NEWTON,NEWTON CIRCUS,Linear,0.0
2028,NEWTON,NEWTON CIRCUS,Linear,0.0
2029,NEWTON,NEWTON CIRCUS,Linear,0.0
2030,NEWTON,NEWTON CIRCUS,Linear,0.0
2026,NEWTON,NEWTON CIRCUS,Prophet,16.869483687027504
2027,NEWTON,NEWTON CIRCUS,Prophet,17.451147824072503
2028,NEWTON,NEWTON CIRCUS,Prophet,18.03440556149297
2029,NEWTON,NEWTON CIRCUS,Prophet,18.61606969853797
2030,NEWTON,NEWTON CIRCUS,Prophet,19.19773383558297
2026,NEWTON,ORANGE GROVE,Linear,82.66666666666424
2027,NEWTON,ORANGE GROVE,Linear,72.60606060606005
2028,NEWTON,ORANGE GROVE,Linear,62.54545454545223
2029,NEWTON,ORANGE GROVE,Linear,52.484848484848044
2030,NEWTON,ORANGE GROVE,Linear,42.42424242424022
2026,NEWTON,ORANGE GROVE,Prophet,133.9597460053247
2027,NEWTON,ORANGE GROVE,Prophet,133.0144001232199
2028,NEWTON,ORANGE GROVE,Prophet,132.06646425239703
2029,NEWTON,ORANGE GROVE,Prophet,131.12111837029224
2030,NEWTON,ORANGE GROVE,Prophet,130.17577248818745
2026,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Linear,0.0
2027,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Linear,0.0
2028,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Linear,0.0
2029,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Linear,0.0
2030,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Linear,0.0
2026,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Prophet,0.0
2027,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Prophet,0.0
2028,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Prophet,0.0
2029,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Prophet,0.0
2030,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,Prophet,0.0
2026,NOVENA,BALESTIER,Linear,776.6666666667443
2027,NOVENA,BALESTIER,Linear,506.2424242424313
2028,NOVENA,BALESTIER,Linear,235.81818181823473
2029,NOVENA,BALESTIER,Linear,0.0
2030,NOVENA,BALESTIER,Linear,0.0
2026,NOVENA,BALESTIER,Prophet,1162.0943953789829
2027,NOVENA,BALESTIER,Prophet,960.5305461669507
2028,NOVENA,BALESTIER,Prophet,758.4144672310478
2029,NOVENA,BALESTIER,Prophet,556.8506180190155
2030,NOVENA,BALESTIER,Prophet,355.2867688069832
2026,NOVENA,DUNEARN,Linear,123.33333333332848
2027,NOVENA,DUNEARN,Linear,96.03030303030391
2028,NOVENA,DUNEARN,Linear,68.72727272727207
2029,NOVENA,DUNEARN,Linear,41.42424242424022
2030,NOVENA,DUNEARN,Linear,14.121212121208373
2026,NOVENA,DUNEARN,Prophet,169.96952817543604
2027,NOVENA,DUNEARN,Prophet,150.80086474516335
2028,NOVENA,DUNEARN,Prophet,131.57968442878018
2029,NOVENA,DUNEARN,Prophet,112.41102099850748
2030,NOVENA,DUNEARN,Prophet,93.24235756823478
2026,NOVENA,MALCOLM,Linear,221.0
2027,NOVENA,MALCOLM,Linear,206.54545454545587
2028,NOVENA,MALCOLM,Linear,192.0909090909081
2029,NOVENA,MALCOLM,Linear,177.63636363636397
2030,NOVENA,MALCOLM,Linear,163.18181818181984
2026,NOVENA,MALCOLM,Prophet,314.1730208955849
2027,NOVENA,MALCOLM,Prophet,314.2164008789704
2028,NOVENA,MALCOLM,Prophet,314.2598997116254
2029,NOVENA,MALCOLM,Prophet,314.3032796950108
2030,NOVENA,MALCOLM,Prophet,314.34665967839624
2026,NOVENA,MOULMEIN,Linear,625.3333333333139
2027,NOVENA,MOULMEIN,Linear,514.3939393939218
2028,NOVENA,MOULMEIN,Linear,403.4545454545296
2029,NOVENA,MOULMEIN,Linear,292.5151515151374
2030,NOVENA,MOULMEIN,Linear,181.57575757574523
2026,NOVENA,MOULMEIN,Prophet,1373.1772114354128
2027,NOVENA,MOULMEIN,Prophet,1395.4904608727006
2028,NOVENA,MOULMEIN,Prophet,1417.864842500228
2029,NOVENA,MOULMEIN,Prophet,1440.1780919375158
2030,NOVENA,MOULMEIN,Prophet,1462.4913413748036
2026,NOVENA,MOUNT PLEASANT,Linear,0.6666666666678793
2027,NOVENA,MOUNT PLEASANT,Linear,0.0
2028,NOVENA,MOUNT PLEASANT,Linear,0.0
2029,NOVENA,MOUNT PLEASANT,Linear,0.0
2030,NOVENA,MOUNT PLEASANT,Linear,0.0
2026,NOVENA,MOUNT PLEASANT,Prophet,16.458243065968
2027,NOVENA,MOUNT PLEASANT,Prophet,15.25510838315663
2028,NOVENA,MOUNT PLEASANT,Prophet,14.048677440940294
2029,NOVENA,MOUNT PLEASANT,Prophet,12.845542758128927
2030,NOVENA,MOUNT PLEASANT,Prophet,11.642408075317562
2026,ORCHARD,BOULEVARD,Linear,10.0
2027,ORCHARD,BOULEVARD,Linear,10.363636363636374
2028,ORCHARD,BOULEVARD,Linear,10.727272727272748
2029,ORCHARD,BOULEVARD,Linear,11.090909090909122
2030,ORCHARD,BOULEVARD,Linear,11.454545454545496
2026,ORCHARD,BOULEVARD,Prophet,14.53596895839787
2027,ORCHARD,BOULEVARD,Prophet,14.999332264733976
2028,ORCHARD,BOULEVARD,Prophet,15.463965059580593
2029,ORCHARD,BOULEVARD,Prophet,15.9273283659167
2030,ORCHARD,BOULEVARD,Prophet,16.390691672252807
2026,ORCHARD,SOMERSET,Linear,0.0
2027,ORCHARD,SOMERSET,Linear,0.0
2028,ORCHARD,SOMERSET,Linear,0.0
2029,ORCHARD,SOMERSET,Linear,0.0
2030,ORCHARD,SOMERSET,Linear,0.0
2026,ORCHARD,SOMERSET,Prophet,0.34231290432444245
2027,ORCHARD,SOMERSET,Prophet,0.33887366697873683
2028,ORCHARD,SOMERSET,Prophet,0.3354250070649607
2029,ORCHARD,SOMERSET,Prophet,0.33198576971925514
2030,ORCHARD,SOMERSET,Prophet,0.3285465323735495
2026,ORCHARD,TANGLIN,Linear,0.0
2027,ORCHARD,TANGLIN,Linear,0.0
2028,ORCHARD,TANGLIN,Linear,0.0
2029,ORCHARD,TANGLIN,Linear,0.0
2030,ORCHARD,TANGLIN,Linear,0.0
2026,ORCHARD,TANGLIN,Prophet,20.023619247247343
2027,ORCHARD,TANGLIN,Prophet,20.422333740128796
2028,ORCHARD,TANGLIN,Prophet,20.822140601483895
2029,ORCHARD,TANGLIN,Prophet,21.220855094365348
2030,ORCHARD,TANGLIN,Prophet,21.6195695872468
2026,OUTRAM,CHINA SQUARE,Linear,0.0
2027,OUTRAM,CHINA SQUARE,Linear,0.0
2028,OUTRAM,CHINA SQUARE,Linear,0.0
2029,OUTRAM,CHINA SQUARE,Linear,0.0
2030,OUTRAM,CHINA SQUARE,Linear,0.0
2026,OUTRAM,CHINA SQUARE,Prophet,0.0
2027,OUTRAM,CHINA SQUARE,Prophet,0.0
2028,OUTRAM,CHINA SQUARE,Prophet,0.0
2029,OUTRAM,CHINA SQUARE,Prophet,0.0
2030,OUTRAM,CHINA SQUARE,Prophet,0.0
2026,OUTRAM,CHINATOWN,Linear,0.0
2027,OUTRAM,CHINATOWN,Linear,0.0
2028,OUTRAM,CHINATOWN,Linear,0.0
2029,OUTRAM,CHINATOWN,Linear,0.0
2030,OUTRAM,CHINATOWN,Linear,0.0
2026,OUTRAM,CHINATOWN,Prophet,1135.085030413892
2027,OUTRAM,CHINATOWN,Prophet,1147.8220465000336
2028,OUTRAM,CHINATOWN,Prophet,1160.5939585206581
2029,OUTRAM,CHINATOWN,Prophet,1173.3309746068003
2030,OUTRAM,CHINATOWN,Prophet,1186.067990692942
2026,OUTRAM,PEARLS HILL,Linear,0.0
2027,OUTRAM,PEARLS HILL,Linear,0.0
2028,OUTRAM,PEARLS HILL,Linear,0.0
2029,OUTRAM,PEARLS HILL,Linear,0.0
2030,OUTRAM,PEARLS HILL,Linear,0.0
2026,OUTRAM,PEARLS HILL,Prophet,225.36539580050942
2027,OUTRAM,PEARLS HILL,Prophet,202.20927806028283
2028,OUTRAM,PEARLS HILL,Prophet,178.98971890158978
2029,OUTRAM,PEARLS HILL,Prophet,155.8336011613633
2030,OUTRAM,PEARLS HILL,Prophet,132.6774834211367
2026,OUTRAM,PEOPLES PARK,Linear,0.0
2027,OUTRAM,PEOPLES PARK,Linear,0.0
2028,OUTRAM,PEOPLES PARK,Linear,0.0
2029,OUTRAM,PEOPLES PARK,Linear,0.0
2030,OUTRAM,PEOPLES PARK,Linear,0.0
2026,OUTRAM,PEOPLES PARK,Prophet,0.0
2027,OUTRAM,PEOPLES PARK,Prophet,0.0
2028,OUTRAM,PEOPLES PARK,Prophet,0.0
2029,OUTRAM,PEOPLES PARK,Prophet,0.0
2030,OUTRAM,PEOPLES PARK,Prophet,0.0
2026,PASIR RIS,FLORA DRIVE,Linear,405.33333333331393
2027,PASIR RIS,FLORA DRIVE,Linear,290.2121212120983
2028,PASIR RIS,FLORA DRIVE,Linear,175.09090909091174
2029,PASIR RIS,FLORA DRIVE,Linear,59.96969696969609
2030,PASIR RIS,FLORA DRIVE,Linear,0.0
2026,PASIR RIS,FLORA DRIVE,Prophet,643.7333812688206
2027,PASIR RIS,FLORA DRIVE,Prophet,581.2906871356719
2028,PASIR RIS,FLORA DRIVE,Prophet,518.676917128186
2029,PASIR RIS,FLORA DRIVE,Prophet,456.23422299503727
2030,PASIR RIS,FLORA DRIVE,Prophet,393.79152886188876
2026,PASIR RIS,LOYANG EAST,Linear,41.66666666666424
2027,PASIR RIS,LOYANG EAST,Linear,28.242424242424022
2028,PASIR RIS,LOYANG EAST,Linear,14.818181818180165
2029,PASIR RIS,LOYANG EAST,Linear,1.3939393939399451
2030,PASIR RIS,LOYANG EAST,Linear,0.0
2026,PASIR RIS,LOYANG EAST,Prophet,0.0
2027,PASIR RIS,LOYANG EAST,Prophet,0.0
2028,PASIR RIS,LOYANG EAST,Prophet,0.0
2029,PASIR RIS,LOYANG EAST,Prophet,0.0
2030,PASIR RIS,LOYANG EAST,Prophet,0.0
2026,PASIR RIS,LOYANG WEST,Linear,0.0
2027,PASIR RIS,LOYANG WEST,Linear,0.0
2028,PASIR RIS,LOYANG WEST,Linear,0.0
2029,PASIR RIS,LOYANG WEST,Linear,0.0
2030,PASIR RIS,LOYANG WEST,Linear,0.0
2026,PASIR RIS,LOYANG WEST,Prophet,0.0
2027,PASIR RIS,LOYANG WEST,Prophet,0.0
2028,PASIR RIS,LOYANG WEST,Prophet,0.0
2029,PASIR RIS,LOYANG WEST,Prophet,0.0
2030,PASIR RIS,LOYANG WEST,Prophet,0.0
2026,PASIR RIS,PASIR RIS CENTRAL,Linear,1026.3333333332557
2027,PASIR RIS,PASIR RIS CENTRAL,Linear,737.0303030302748
2028,PASIR RIS,PASIR RIS CENTRAL,Linear,447.7272727271775
2029,PASIR RIS,PASIR RIS CENTRAL,Linear,158.42424242419656
2030,PASIR RIS,PASIR RIS CENTRAL,Linear,0.0
2026,PASIR RIS,PASIR RIS CENTRAL,Prophet,2058.9533760312975
2027,PASIR RIS,PASIR RIS CENTRAL,Prophet,1998.8838657252838
2028,PASIR RIS,PASIR RIS CENTRAL,Prophet,1938.6497814184313
2029,PASIR RIS,PASIR RIS CENTRAL,Prophet,1878.5802711124174
2030,PASIR RIS,PASIR RIS CENTRAL,Prophet,1818.5107608064038
2026,PASIR RIS,PASIR RIS DRIVE,Linear,970.6666666667443
2027,PASIR RIS,PASIR RIS DRIVE,Linear,593.6060606060782
2028,PASIR RIS,PASIR RIS DRIVE,Linear,216.54545454552863
2029,PASIR RIS,PASIR RIS DRIVE,Linear,0.0
2030,PASIR RIS,PASIR RIS DRIVE,Linear,0.0
2026,PASIR RIS,PASIR RIS DRIVE,Prophet,945.0308045931953
2027,PASIR RIS,PASIR RIS DRIVE,Prophet,561.866915611776
2028,PASIR RIS,PASIR RIS DRIVE,Prophet,177.65326255095206
2029,PASIR RIS,PASIR RIS DRIVE,Prophet,0.0
2030,PASIR RIS,PASIR RIS DRIVE,Prophet,0.0
2026,PASIR RIS,PASIR RIS PARK,Linear,387.66666666668607
2027,PASIR RIS,PASIR RIS PARK,Linear,316.7878787879017
2028,PASIR RIS,PASIR RIS PARK,Linear,245.90909090908826
2029,PASIR RIS,PASIR RIS PARK,Linear,175.0303030303039
2030,PASIR RIS,PASIR RIS PARK,Linear,104.15151515151956
2026,PASIR RIS,PASIR RIS PARK,Prophet,813.5962758077999
2027,PASIR RIS,PASIR RIS PARK,Prophet,841.7172604593445
2028,PASIR RIS,PASIR RIS PARK,Prophet,869.915288904455
2029,PASIR RIS,PASIR RIS PARK,Prophet,898.0362735559996
2030,PASIR RIS,PASIR RIS PARK,Prophet,926.157258207544
2026,PASIR RIS,PASIR RIS WAFER FAB PARK,Linear,0.0
2027,PASIR RIS,PASIR RIS WAFER FAB PARK,Linear,0.0
2028,PASIR RIS,PASIR RIS WAFER FAB PARK,Linear,0.0
2029,PASIR RIS,PASIR RIS WAFER FAB PARK,Linear,0.0
2030,PASIR RIS,PASIR RIS WAFER FAB PARK,Linear,0.0
2026,PASIR RIS,PASIR RIS WAFER FAB PARK,Prophet,0.0
2027,PASIR RIS,PASIR RIS WAFER FAB PARK,Prophet,0.0
2028,PASIR RIS,PASIR RIS WAFER FAB PARK,Prophet,0.0
2029,PASIR RIS,PASIR RIS WAFER FAB PARK,Prophet,0.0
2030,PASIR RIS,PASIR RIS WAFER FAB PARK,Prophet,0.0
2026,PASIR RIS,PASIR RIS WEST,Linear,728.3333333332557
2027,PASIR RIS,PASIR RIS WEST,Linear,450.3030303029809
2028,PASIR RIS,PASIR RIS WEST,Linear,172.2727272727061
2029,PASIR RIS,PASIR RIS WEST,Linear,0.0
2030,PASIR RIS,PASIR RIS WEST,Linear,0.0
2026,PASIR RIS,PASIR RIS WEST,Prophet,3179.3443577638855
2027,PASIR RIS,PASIR RIS WEST,Prophet,3292.432602827889
2028,PASIR RIS,PASIR RIS WEST,Prophet,3405.830678700288
2029,PASIR RIS,PASIR RIS WEST,Prophet,3518.9189237642922
2030,PASIR RIS,PASIR RIS WEST,Prophet,3632.0071688282956
2026,PAYA LEBAR,AIRPORT ROAD,Linear,0.0
2027,PAYA LEBAR,AIRPORT ROAD,Linear,0.0
2028,PAYA LEBAR,AIRPORT ROAD,Linear,0.0
2029,PAYA LEBAR,AIRPORT ROAD,Linear,0.0
2030,PAYA LEBAR,AIRPORT ROAD,Linear,0.0
2026,PAYA LEBAR,AIRPORT ROAD,Prophet,0.0
2027,PAYA LEBAR,AIRPORT ROAD,Prophet,0.0
2028,PAYA LEBAR,AIRPORT ROAD,Prophet,0.0
2029,PAYA LEBAR,AIRPORT ROAD,Prophet,0.0
2030,PAYA LEBAR,AIRPORT ROAD,Prophet,0.0
2026,PAYA LEBAR,PAYA LEBAR EAST,Linear,0.0
2027,PAYA LEBAR,PAYA LEBAR EAST,Linear,0.0
2028,PAYA LEBAR,PAYA LEBAR EAST,Linear,0.0
2029,PAYA LEBAR,PAYA LEBAR EAST,Linear,0.0
2030,PAYA LEBAR,PAYA LEBAR EAST,Linear,0.0
2026,PAYA LEBAR,PAYA LEBAR EAST,Prophet,0.0
2027,PAYA LEBAR,PAYA LEBAR EAST,Prophet,0.0
2028,PAYA LEBAR,PAYA LEBAR EAST,Prophet,0.0
2029,PAYA LEBAR,PAYA LEBAR EAST,Prophet,0.0
2030,PAYA LEBAR,PAYA LEBAR EAST,Prophet,0.0
2026,PAYA LEBAR,PAYA LEBAR NORTH,Linear,0.0
2027,PAYA LEBAR,PAYA LEBAR NORTH,Linear,0.0
2028,PAYA LEBAR,PAYA LEBAR NORTH,Linear,0.0
2029,PAYA LEBAR,PAYA LEBAR NORTH,Linear,0.0
2030,PAYA LEBAR,PAYA LEBAR NORTH,Linear,0.0
2026,PAYA LEBAR,PAYA LEBAR NORTH,Prophet,0.0
2027,PAYA LEBAR,PAYA LEBAR NORTH,Prophet,0.0
2028,PAYA LEBAR,PAYA LEBAR NORTH,Prophet,0.0
2029,PAYA LEBAR,PAYA LEBAR NORTH,Prophet,0.0
2030,PAYA LEBAR,PAYA LEBAR NORTH,Prophet,0.0
2026,PAYA LEBAR,PAYA LEBAR WEST,Linear,0.0
2027,PAYA LEBAR,PAYA LEBAR WEST,Linear,0.0
2028,PAYA LEBAR,PAYA LEBAR WEST,Linear,0.0
2029,PAYA LEBAR,PAYA LEBAR WEST,Linear,0.0
2030,PAYA LEBAR,PAYA LEBAR WEST,Linear,0.0
2026,PAYA LEBAR,PAYA LEBAR WEST,Prophet,0.0
2027,PAYA LEBAR,PAYA LEBAR WEST,Prophet,0.0
2028,PAYA LEBAR,PAYA LEBAR WEST,Prophet,0.0
2029,PAYA LEBAR,PAYA LEBAR WEST,Prophet,0.0
2030,PAYA LEBAR,PAYA LEBAR WEST,Prophet,0.0
2026,PAYA LEBAR,PLAB,Linear,0.0
2027,PAYA LEBAR,PLAB,Linear,0.0
2028,PAYA LEBAR,PLAB,Linear,0.0
2029,PAYA LEBAR,PLAB,Linear,0.0
2030,PAYA LEBAR,PLAB,Linear,0.0
2026,PAYA LEBAR,PLAB,Prophet,0.0
2027,PAYA LEBAR,PLAB,Prophet,0.0
2028,PAYA LEBAR,PLAB,Prophet,0.0
2029,PAYA LEBAR,PLAB,Prophet,0.0
2030,PAYA LEBAR,PLAB,Prophet,0.0
2026,PIONEER,BENOI SECTOR,Linear,0.0
2027,PIONEER,BENOI SECTOR,Linear,0.0
2028,PIONEER,BENOI SECTOR,Linear,0.0
2029,PIONEER,BENOI SECTOR,Linear,0.0
2030,PIONEER,BENOI SECTOR,Linear,0.0
2026,PIONEER,BENOI SECTOR,Prophet,0.0
2027,PIONEER,BENOI SECTOR,Prophet,0.0
2028,PIONEER,BENOI SECTOR,Prophet,0.0
2029,PIONEER,BENOI SECTOR,Prophet,0.0
2030,PIONEER,BENOI SECTOR,Prophet,0.0
2026,PIONEER,GUL BASIN,Linear,0.0
2027,PIONEER,GUL BASIN,Linear,0.0
2028,PIONEER,GUL BASIN,Linear,0.0
2029,PIONEER,GUL BASIN,Linear,0.0
2030,PIONEER,GUL BASIN,Linear,0.0
2026,PIONEER,GUL BASIN,Prophet,0.0
2027,PIONEER,GUL BASIN,Prophet,0.0
2028,PIONEER,GUL BASIN,Prophet,0.0
2029,PIONEER,GUL BASIN,Prophet,0.0
2030,PIONEER,GUL BASIN,Prophet,0.0
2026,PIONEER,GUL CIRCLE,Linear,0.0
