year,planning_area_clean,subzone_clean,model,forecast_children_18m_to_6,bto_units_effective,bto_demand_addition,forecast_demand_children
2026,SIMPANG,TANJONG IRAU,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SINGAPORE RIVER,BOAT QUAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SINGAPORE RIVER,CLARKE QUAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SINGAPORE RIVER,ROBERTSON QUAY,XGBoost,324.1321105957031,0.0,0.0,324.1321105957031
2026,SOUTHERN ISLANDS,SENTOSA,XGBoost,163.42111206054688,0.0,0.0,163.42111206054688
2026,SOUTHERN ISLANDS,SOUTHERN GROUP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,STRAITS VIEW,STRAITS VIEW,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SUNGEI KADUT,GALI BATU,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SUNGEI KADUT,KRANJI,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SUNGEI KADUT,PANG SUA,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SUNGEI KADUT,RESERVOIR VIEW,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,SUNGEI KADUT,TURF CLUB,XGBoost,2.0948493480682373,0.0,0.0,2.0948493480682373
2026,TAMPINES,SIMEI,XGBoost,1239.0626220703125,0.0,0.0,1239.0626220703125
2026,TAMPINES,TAMPINES EAST,XGBoost,5285.89111328125,0.0,0.0,5285.89111328125
2026,TAMPINES,TAMPINES NORTH,XGBoost,5423.80712890625,449.6666666666667,53.96,5423.80712890625
2026,TAMPINES,TAMPINES WEST,XGBoost,4988.31982421875,1369.6666666666665,164.36,4988.31982421875
2026,TAMPINES,XILIN,XGBoost,70.35199737548828,0.0,0.0,70.35199737548828
2026,TANGLIN,CHATSWORTH,XGBoost,407.91082763671875,0.0,0.0,407.91082763671875
2026,TANGLIN,NASSIM,XGBoost,703.57568359375,0.0,0.0,703.57568359375
2026,TANGLIN,RIDOUT,XGBoost,103.82707977294922,0.0,0.0,103.82707977294922
2026,TANGLIN,TYERSALL,XGBoost,260.3158874511719,0.0,0.0,260.3158874511719
2026,TENGAH,BRICKLAND,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TENGAH,FOREST HILL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TENGAH,GARDEN,XGBoost,1171.374755859375,1416.0,169.92000000000002,1171.374755859375
2026,TENGAH,PARK,XGBoost,790.6735229492188,1501.0,180.12,790.6735229492188
2026,TENGAH,PLANTATION,XGBoost,1871.0802001953125,1013.3333333333334,121.60000000000001,1871.0802001953125
2026,TENGAH,TENGAH INDUSTRIAL ESTATE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TOA PAYOH,BIDADARI,XGBoost,1504.8568115234375,700.3333333333334,84.04,1504.8568115234375
2026,TOA PAYOH,BOON TECK,XGBoost,703.57568359375,0.0,0.0,703.57568359375
2026,TOA PAYOH,BRADDELL,XGBoost,379.818359375,0.0,0.0,379.818359375
2026,TOA PAYOH,JOO SENG,XGBoost,340.5770263671875,0.0,0.0,340.5770263671875
2026,TOA PAYOH,KIM KEAT,XGBoost,494.5197448730469,236.0,28.319999999999997,494.5197448730469
2026,TOA PAYOH,LORONG 8 TOA PAYOH,XGBoost,163.42111206054688,0.0,0.0,163.42111206054688
2026,TOA PAYOH,PEI CHUN,XGBoost,236.2665252685547,0.0,0.0,236.2665252685547
2026,TOA PAYOH,POTONG PASIR,XGBoost,445.1681213378906,0.0,0.0,445.1681213378906
2026,TOA PAYOH,SENNETT,XGBoost,1924.560791015625,117.66666666666667,14.12,1924.560791015625
2026,TOA PAYOH,TOA PAYOH CENTRAL,XGBoost,1051.6121826171875,0.0,0.0,1051.6121826171875
2026,TOA PAYOH,TOA PAYOH WEST,XGBoost,551.8212890625,306.6666666666667,36.8,551.8212890625
2026,TOA PAYOH,WOODLEIGH,XGBoost,156.75906372070312,0.0,0.0,156.75906372070312
2026,TUAS,TENGEH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TUAS,TUAS BAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TUAS,TUAS NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TUAS,TUAS PROMENADE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TUAS,TUAS VIEW,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,TUAS,TUAS VIEW EXTENSION,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,WESTERN ISLANDS,JURONG ISLAND AND BUKOM,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,WESTERN ISLANDS,SEMAKAU,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,WESTERN ISLANDS,SUDONG,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,WESTERN WATER CATCHMENT,BAHAR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,WESTERN WATER CATCHMENT,CLEANTECH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,WESTERN WATER CATCHMENT,MURAI,XGBoost,9.77236557006836,0.0,0.0,9.77236557006836
2026,WOODLANDS,GREENWOOD PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2026,WOODLANDS,MIDVIEW,XGBoost,1457.216796875,0.0,0.0,1457.216796875
2026,WOODLANDS,NORTH COAST,XGBoost,250.91355895996094,0.0,0.0,250.91355895996094
2026,WOODLANDS,SENOKO WEST,XGBoost,0.1264697015285492,0.0,0.0,0.1264697015285492
2026,WOODLANDS,WOODGROVE,XGBoost,1213.2314453125,513.3333333333334,61.599999999999994,1213.2314453125
2026,WOODLANDS,WOODLANDS EAST,XGBoost,4324.51904296875,0.0,0.0,4324.51904296875
2026,WOODLANDS,WOODLANDS REGIONAL CENTRE,XGBoost,6.6596360206604,0.0,0.0,6.6596360206604
2026,WOODLANDS,WOODLANDS SOUTH,XGBoost,2032.204345703125,357.0,42.839999999999996,2032.204345703125
2026,WOODLANDS,WOODLANDS WEST,XGBoost,1857.982177734375,0.0,0.0,1857.982177734375
2026,YISHUN,KHATIB,XGBoost,307.6379089355469,0.0,0.0,307.6379089355469
2026,YISHUN,LOWER SELETAR,XGBoost,1562.656005859375,0.0,0.0,1562.656005859375
2026,YISHUN,NEE SOON,XGBoost,40.584781646728516,0.0,0.0,40.584781646728516
2026,YISHUN,NORTHLAND,XGBoost,917.3289184570312,0.0,0.0,917.3289184570312
2026,YISHUN,SPRINGLEAF,XGBoost,161.19317626953125,0.0,0.0,161.19317626953125
2026,YISHUN,YISHUN CENTRAL,XGBoost,109.28887939453125,0.0,0.0,109.28887939453125
2026,YISHUN,YISHUN EAST,XGBoost,4726.91650390625,613.0,73.56,4726.91650390625
2026,YISHUN,YISHUN SOUTH,XGBoost,1669.7135009765625,0.0,0.0,1669.7135009765625
2026,YISHUN,YISHUN WEST,XGBoost,1501.9559326171875,0.0,0.0,1501.9559326171875
2027,ANG MO KIO,ANG MO KIO TOWN CENTRE,XGBoost,149.5526580810547,0.0,0.0,149.5526580810547
2027,ANG MO KIO,CHENG SAN,XGBoost,796.2507934570312,0.0,0.0,796.2507934570312
2027,ANG MO KIO,CHONG BOON,XGBoost,629.2435913085938,0.0,0.0,629.2435913085938
2027,ANG MO KIO,KEBUN BAHRU,XGBoost,599.2728881835938,0.0,0.0,599.2728881835938
2027,ANG MO KIO,SEMBAWANG HILLS,XGBoost,291.17779541015625,0.0,0.0,291.17779541015625
2027,ANG MO KIO,SHANGRI LA,XGBoost,757.2167358398438,126.66666666666667,15.200000000000001,757.2167358398438
2027,ANG MO KIO,TAGORE,XGBoost,244.95851135253906,0.0,0.0,244.95851135253906
2027,ANG MO KIO,TOWNSVILLE,XGBoost,512.9973754882812,0.0,0.0,512.9973754882812
2027,ANG MO KIO,YIO CHU KANG,XGBoost,0.0,0.0,0.0,0.0
2027,ANG MO KIO,YIO CHU KANG EAST,XGBoost,156.21470642089844,0.0,0.0,156.21470642089844
2027,ANG MO KIO,YIO CHU KANG NORTH,XGBoost,0.0,0.0,0.0,0.0
2027,ANG MO KIO,YIO CHU KANG WEST,XGBoost,786.6610107421875,0.0,0.0,786.6610107421875
2027,BEDOK,BAYSHORE,XGBoost,363.322021484375,0.0,0.0,363.322021484375
2027,BEDOK,BEDOK NORTH,XGBoost,2473.237060546875,0.0,0.0,2473.237060546875
2027,BEDOK,BEDOK RESERVOIR,XGBoost,1028.5030517578125,0.0,0.0,1028.5030517578125
2027,BEDOK,BEDOK SOUTH,XGBoost,1653.499267578125,0.0,0.0,1653.499267578125
2027,BEDOK,FRANKEL,XGBoost,1648.918212890625,0.0,0.0,1648.918212890625
2027,BEDOK,KAKI BUKIT,XGBoost,1207.4163818359375,0.0,0.0,1207.4163818359375
2027,BEDOK,KEMBANGAN,XGBoost,1179.0252685546875,0.0,0.0,1179.0252685546875
2027,BEDOK,SIGLAP,XGBoost,236.02688598632812,0.0,0.0,236.02688598632812
2027,BISHAN,BISHAN EAST,XGBoost,1393.2762451171875,658.0,78.96,1393.2762451171875
2027,BISHAN,MARYMOUNT,XGBoost,1192.9342041015625,0.0,0.0,1192.9342041015625
2027,BISHAN,UPPER THOMSON,XGBoost,1431.607177734375,244.0,29.28,1431.607177734375
2027,BOON LAY,LIU FANG,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806
2027,BOON LAY,SAMULUN,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806
2027,BOON LAY,SHIPYARD,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806
2027,BOON LAY,TUKANG,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806
2027,BUKIT BATOK,BRICKWORKS,XGBoost,3338.765380859375,377.0,45.239999999999995,3338.765380859375
2027,BUKIT BATOK,BUKIT BATOK CENTRAL,XGBoost,1203.408935546875,0.0,0.0,1203.408935546875
2027,BUKIT BATOK,BUKIT BATOK EAST,XGBoost,313.2051696777344,0.0,0.0,313.2051696777344
2027,BUKIT BATOK,BUKIT BATOK SOUTH,XGBoost,593.5469360351562,0.0,0.0,593.5469360351562
2027,BUKIT BATOK,BUKIT BATOK WEST,XGBoost,557.9409790039062,0.0,0.0,557.9409790039062
2027,BUKIT BATOK,GOMBAK,XGBoost,298.14459228515625,0.0,0.0,298.14459228515625
2027,BUKIT BATOK,GUILIN,XGBoost,438.05853271484375,0.0,0.0,438.05853271484375
2027,BUKIT BATOK,HILLVIEW,XGBoost,570.0374145507812,0.0,0.0,570.0374145507812
2027,BUKIT BATOK,HONG KAH NORTH,XGBoost,803.2173461914062,0.0,0.0,803.2173461914062
2027,BUKIT MERAH,ALEXANDRA HILL,XGBoost,519.9639282226562,0.0,0.0,519.9639282226562
2027,BUKIT MERAH,ALEXANDRA NORTH,XGBoost,190.9115753173828,0.0,0.0,190.9115753173828
2027,BUKIT MERAH,BUKIT HO SWEE,XGBoost,415.53741455078125,0.0,0.0,415.53741455078125
2027,BUKIT MERAH,BUKIT MERAH,XGBoost,2.4210457801818848,0.0,0.0,2.4210457801818848
2027,BUKIT MERAH,CITY TERMINALS,XGBoost,1.1381860971450806,0.0,0.0,1.1381860971450806
2027,BUKIT MERAH,DEPOT ROAD,XGBoost,298.14459228515625,0.0,0.0,298.14459228515625
2027,BUKIT MERAH,EVERTON PARK,XGBoost,190.9115753173828,0.0,0.0,190.9115753173828
2027,BUKIT MERAH,HENDERSON HILL,XGBoost,378.6739196777344,0.0,0.0,378.6739196777344
2027,BUKIT MERAH,KAMPONG TIONG BAHRU,XGBoost,313.2051696777344,0.0,0.0,313.2051696777344
2027,BUKIT MERAH,MARITIME SQUARE,XGBoost,298.3842468261719,0.0,0.0,298.3842468261719
2027,BUKIT MERAH,REDHILL,XGBoost,415.7770690917969,0.0,0.0,415.7770690917969
2027,BUKIT MERAH,SINGAPORE GENERAL HOSPITAL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,BUKIT MERAH,TELOK BLANGAH DRIVE,XGBoost,885.62841796875,0.0,0.0,885.62841796875
2027,BUKIT MERAH,TELOK BLANGAH RISE,XGBoost,302.3561706542969,0.0,0.0,302.3561706542969
2027,BUKIT MERAH,TELOK BLANGAH WAY,XGBoost,191.15121459960938,0.0,0.0,191.15121459960938
2027,BUKIT MERAH,TIONG BAHRU,XGBoost,459.1752624511719,0.0,0.0,459.1752624511719
2027,BUKIT MERAH,TIONG BAHRU STATION,XGBoost,520.20361328125,0.0,0.0,520.20361328125
2027,BUKIT PANJANG,BANGKIT,XGBoost,668.53173828125,0.0,0.0,668.53173828125
2027,BUKIT PANJANG,DAIRY FARM,XGBoost,360.2945861816406,0.0,0.0,360.2945861816406
2027,BUKIT PANJANG,FAJAR,XGBoost,1203.6485595703125,0.0,0.0,1203.6485595703125
2027,BUKIT PANJANG,JELEBU,XGBoost,819.3208618164062,0.0,0.0,819.3208618164062
2027,BUKIT PANJANG,NATURE RESERVE,XGBoost,178.614990234375,0.0,0.0,178.614990234375
2027,BUKIT PANJANG,SAUJANA,XGBoost,1203.6485595703125,0.0,0.0,1203.6485595703125
2027,BUKIT PANJANG,SENJA,XGBoost,1316.03125,0.0,0.0,1316.03125
2027,BUKIT TIMAH,ANAK BUKIT,XGBoost,1193.173828125,0.0,0.0,1193.173828125
2027,BUKIT TIMAH,CORONATION ROAD,XGBoost,520.20361328125,0.0,0.0,520.20361328125
2027,BUKIT TIMAH,FARRER COURT,XGBoost,546.9749755859375,0.0,0.0,546.9749755859375
2027,BUKIT TIMAH,HILLCREST,XGBoost,571.1087036132812,0.0,0.0,571.1087036132812
2027,BUKIT TIMAH,HOLLAND ROAD,XGBoost,622.8753051757812,0.0,0.0,622.8753051757812
2027,BUKIT TIMAH,LEEDON PARK,XGBoost,360.2945861816406,0.0,0.0,360.2945861816406
2027,BUKIT TIMAH,SWISS CLUB,XGBoost,360.2945861816406,0.0,0.0,360.2945861816406
2027,BUKIT TIMAH,ULU PANDAN,XGBoost,546.9749755859375,0.0,0.0,546.9749755859375
2027,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,CHANGI,CHANGI AIRPORT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,CHANGI,CHANGI POINT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,CHANGI,CHANGI WEST,XGBoost,156.75906372070312,0.0,0.0,156.75906372070312
2027,CHANGI BAY,CHANGI BAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,CHOA CHU KANG,CHOA CHU KANG CENTRAL,XGBoost,829.81298828125,0.0,0.0,829.81298828125
2027,CHOA CHU KANG,CHOA CHU KANG NORTH,XGBoost,872.8834838867188,0.0,0.0,872.8834838867188
2027,CHOA CHU KANG,KEAT HONG,XGBoost,2540.655517578125,329.0,39.48,2540.655517578125
2027,CHOA CHU KANG,PENG SIANG,XGBoost,1496.283203125,0.0,0.0,1496.283203125
2027,CHOA CHU KANG,TECK WHYE,XGBoost,803.45703125,0.0,0.0,803.45703125
2027,CHOA CHU KANG,YEW TEE,XGBoost,1305.3099365234375,22.666666666666668,2.72,1305.3099365234375
2027,CLEMENTI,CLEMENTI CENTRAL,XGBoost,537.6419677734375,0.0,0.0,537.6419677734375
2027,CLEMENTI,CLEMENTI NORTH,XGBoost,1411.68359375,0.0,0.0,1411.68359375
2027,CLEMENTI,CLEMENTI WEST,XGBoost,378.91357421875,0.0,0.0,378.91357421875
2027,CLEMENTI,CLEMENTI WOODS,XGBoost,903.986328125,0.0,0.0,903.986328125
2027,CLEMENTI,FABER,XGBoost,625.1286010742188,0.0,0.0,625.1286010742188
2027,CLEMENTI,PANDAN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,CLEMENTI,SUNSET WAY,XGBoost,205.24803161621094,0.0,0.0,205.24803161621094
2027,CLEMENTI,TOH TUCK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,CLEMENTI,WEST COAST,XGBoost,592.4805297851562,0.0,0.0,592.4805297851562
2027,DOWNTOWN CORE,ANSON,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,BAYFRONT SUBZONE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,BUGIS,XGBoost,1.6363106966018677,0.0,0.0,1.6363106966018677
2027,DOWNTOWN CORE,CECIL,XGBoost,2.0948493480682373,0.0,0.0,2.0948493480682373
2027,DOWNTOWN CORE,CENTRAL SUBZONE,XGBoost,55.4068489074707,0.0,0.0,55.4068489074707
2027,DOWNTOWN CORE,CITY HALL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,CLIFFORD PIER,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,MARINA CENTRE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,MAXWELL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,NICOLL,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,PHILLIP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,RAFFLES PLACE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,DOWNTOWN CORE,TANJONG PAGAR,XGBoost,16.335739135742188,0.0,0.0,16.335739135742188
2027,GEYLANG,ALJUNIED,XGBoost,1848.8543701171875,140.33333333333334,16.84,1848.8543701171875
2027,GEYLANG,GEYLANG EAST,XGBoost,1412.3909912109375,0.0,0.0,1412.3909912109375
2027,GEYLANG,KALLANG WAY,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,GEYLANG,KAMPONG UBI,XGBoost,752.256591796875,0.0,0.0,752.256591796875
2027,GEYLANG,MACPHERSON,XGBoost,1050.6710205078125,460.6666666666667,55.28,1050.6710205078125
2027,HOUGANG,DEFU INDUSTRIAL PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,HOUGANG,HOUGANG CENTRAL,XGBoost,156.75906372070312,0.0,0.0,156.75906372070312
2027,HOUGANG,HOUGANG EAST,XGBoost,1072.7371826171875,0.0,0.0,1072.7371826171875
2027,HOUGANG,HOUGANG WEST,XGBoost,1305.3099365234375,0.0,0.0,1305.3099365234375
2027,HOUGANG,KANGKAR,XGBoost,1571.753173828125,0.0,0.0,1571.753173828125
2027,HOUGANG,KOVAN,XGBoost,1203.6485595703125,0.0,0.0,1203.6485595703125
2027,HOUGANG,LORONG AH SOO,XGBoost,945.3020629882812,195.33333333333334,23.439999999999998,945.3020629882812
2027,HOUGANG,LORONG HALUS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,HOUGANG,TAI SENG,XGBoost,732.41015625,479.6666666666667,57.56,732.41015625
2027,HOUGANG,TRAFALGAR,XGBoost,1913.9151611328125,0.0,0.0,1913.9151611328125
2027,JURONG EAST,INTERNATIONAL BUSINESS PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG EAST,JURONG GATEWAY,XGBoost,3.119231700897217,0.0,0.0,3.119231700897217
2027,JURONG EAST,JURONG PORT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG EAST,JURONG RIVER,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG EAST,LAKESIDE BUSINESS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG EAST,LAKESIDE LEISURE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG EAST,PENJURU CRESCENT,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG EAST,TEBAN GARDENS,XGBoost,545.4575805664062,0.0,0.0,545.4575805664062
2027,JURONG EAST,TOH GUAN,XGBoost,472.9348449707031,189.66666666666666,22.76,472.9348449707031
2027,JURONG EAST,YUHUA EAST,XGBoost,606.4791259765625,0.0,0.0,606.4791259765625
2027,JURONG EAST,YUHUA WEST,XGBoost,558.1806640625,0.0,0.0,558.1806640625
2027,JURONG WEST,BOON LAY PLACE,XGBoost,1405.6142578125,0.0,0.0,1405.6142578125
2027,JURONG WEST,CHIN BEE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG WEST,HONG KAH,XGBoost,1572.7984619140625,0.0,0.0,1572.7984619140625
2027,JURONG WEST,JURONG WEST CENTRAL,XGBoost,1981.7294921875,0.0,0.0,1981.7294921875
2027,JURONG WEST,KIAN TECK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG WEST,SAFTI,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,JURONG WEST,TAMAN JURONG,XGBoost,1596.4443359375,338.6666666666667,40.64,1596.4443359375
2027,JURONG WEST,WENYA,XGBoost,365.642822265625,0.0,0.0,365.642822265625
2027,JURONG WEST,YUNNAN,XGBoost,1991.18310546875,73.66666666666667,8.84,1991.18310546875
2027,KALLANG,BENDEMEER,XGBoost,1742.9569091796875,508.33333333333337,61.0,1742.9569091796875
2027,KALLANG,BOON KENG,XGBoost,445.1681213378906,0.0,0.0,445.1681213378906
2027,KALLANG,CRAWFORD,XGBoost,163.42111206054688,0.0,0.0,163.42111206054688
2027,KALLANG,GEYLANG BAHRU,XGBoost,215.17160034179688,0.0,0.0,215.17160034179688
2027,KALLANG,KALLANG BAHRU,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,KALLANG,KAMPONG BUGIS,XGBoost,156.75906372070312,0.0,0.0,156.75906372070312
2027,KALLANG,KAMPONG JAVA,XGBoost,387.171875,143.33333333333334,17.2,387.171875
2027,KALLANG,LAVENDER,XGBoost,366.91448974609375,0.0,0.0,366.91448974609375
2027,KALLANG,TANJONG RHU,XGBoost,365.642822265625,0.0,0.0,365.642822265625
2027,LIM CHU KANG,LIM CHU KANG,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MANDAI,MANDAI EAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MANDAI,MANDAI ESTATE,XGBoost,78.9868392944336,0.0,0.0,78.9868392944336
2027,MANDAI,MANDAI WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MARINA EAST,MARINA EAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MARINA SOUTH,MARINA SOUTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MARINE PARADE,EAST COAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MARINE PARADE,KATONG,XGBoost,438.2981872558594,0.0,0.0,438.2981872558594
2027,MARINE PARADE,MARINA EAST MP,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MARINE PARADE,MARINE PARADE,XGBoost,1141.9683837890625,0.0,0.0,1141.9683837890625
2027,MARINE PARADE,MOUNTBATTEN,XGBoost,520.20361328125,0.0,0.0,520.20361328125
2027,MUSEUM,BRAS BASAH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,MUSEUM,DHOBY GHAUT,XGBoost,4.814105987548828,0.0,0.0,4.814105987548828
2027,MUSEUM,FORT CANNING,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,NEWTON,CAIRNHILL,XGBoost,252.1649169921875,0.0,0.0,252.1649169921875
2027,NEWTON,GOODWOOD PARK,XGBoost,130.45054626464844,0.0,0.0,130.45054626464844
2027,NEWTON,ISTANA NEGARA,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,NEWTON,MONKS HILL,XGBoost,87.24486541748047,0.0,0.0,87.24486541748047
2027,NEWTON,NEWTON CIRCUS,XGBoost,2.0948493480682373,0.0,0.0,2.0948493480682373
2027,NEWTON,ORANGE GROVE,XGBoost,94.7547378540039,0.0,0.0,94.7547378540039
2027,NORTH EASTERN ISLANDS,NORTH EASTERN ISLANDS,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,NOVENA,BALESTIER,XGBoost,1211.9156494140625,0.0,0.0,1211.9156494140625
2027,NOVENA,DUNEARN,XGBoost,163.42111206054688,0.0,0.0,163.42111206054688
2027,NOVENA,MALCOLM,XGBoost,252.1649169921875,0.0,0.0,252.1649169921875
2027,NOVENA,MOULMEIN,XGBoost,829.81298828125,0.0,0.0,829.81298828125
2027,NOVENA,MOUNT PLEASANT,XGBoost,2.660691976547241,0.0,0.0,2.660691976547241
2027,ORCHARD,BOULEVARD,XGBoost,2.660691976547241,0.0,0.0,2.660691976547241
2027,ORCHARD,SOMERSET,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,ORCHARD,TANGLIN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,OUTRAM,CHINA SQUARE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,OUTRAM,CHINATOWN,XGBoost,302.3561706542969,0.0,0.0,302.3561706542969
2027,OUTRAM,PEARLS HILL,XGBoost,122.8750991821289,0.0,0.0,122.8750991821289
2027,OUTRAM,PEOPLES PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PASIR RIS,FLORA DRIVE,XGBoost,594.6166381835938,0.0,0.0,594.6166381835938
2027,PASIR RIS,LOYANG EAST,XGBoost,70.35199737548828,0.0,0.0,70.35199737548828
2027,PASIR RIS,LOYANG WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PASIR RIS,PASIR RIS CENTRAL,XGBoost,1490.976318359375,356.6666666666667,42.800000000000004,1490.976318359375
2027,PASIR RIS,PASIR RIS DRIVE,XGBoost,1702.8802490234375,0.0,0.0,1702.8802490234375
2027,PASIR RIS,PASIR RIS PARK,XGBoost,442.0662841796875,0.0,0.0,442.0662841796875
2027,PASIR RIS,PASIR RIS WAFER FAB PARK,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PASIR RIS,PASIR RIS WEST,XGBoost,1211.9156494140625,0.0,0.0,1211.9156494140625
2027,PAYA LEBAR,AIRPORT ROAD,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PAYA LEBAR,PAYA LEBAR EAST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PAYA LEBAR,PAYA LEBAR NORTH,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PAYA LEBAR,PAYA LEBAR WEST,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PAYA LEBAR,PLAB,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PIONEER,BENOI SECTOR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PIONEER,GUL BASIN,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PIONEER,GUL CIRCLE,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PIONEER,JOO KOON,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PIONEER,PIONEER SECTOR,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PUNGGOL,CONEY ISLAND,XGBoost,1.3778321743011475,0.0,0.0,1.3778321743011475
2027,PUNGGOL,MATILDA,XGBoost,3590.290283203125,0.0,0.0,3590.290283203125
